-12.430775;
-10.486711;
-8.767771;
-9.172795;
-7.968309;
-11.355451;
-12.332566;
-12.947913;
-4.9617867;
-11.467766;
-5.922218;
-13.641511;
-9.325349;
-7.38888;
-8.438947;
-14.606227;
-8.920395;
-16.876574;
-11.68315;
-12.405753;
-12.889821;
-12.670622;
-12.191788;
-12.703547;
-12.198195;
-7.8610272;
-8.807767;
-8.622861;
-10.180105;
-6.5117292;
-13.071027;
-13.885968;
-6.153136;
-5.2753177;
-13.502329;
-9.201473;
-2.6767287;
-8.812597;
-8.560557;
-9.309367;
-8.624148;
-11.645816;
-6.899141;
-9.669839;
-5.1385527;
-7.989366;
-7.959309;
-2.8358417;
-12.438409;
-8.536906;
-12.213406;
-6.221576;
-2.2104063;
-4.6265535;
-3.8414812;
-0.4646377;
-5.445412;
-4.9594235;
-4.194126;
-3.1822758;
-17.317137;
-7.970427;
7.1010885;
-2.2024806;
-7.199586;
-8.64163;
-11.939798;
-13.016287;
-7.1845455;
-11.6211;
-3.2956338;
-6.7424245;
-8.648461;
-4.292839;
-15.561336;
-6.9415846;
-12.034908;
-0.99007416;
-16.178322;
-17.247381;
-15.82274;
-18.042465;
-13.446079;
-16.40457;
-20.233294;
-16.580984;
-10.965763;
-16.551924;
-10.088541;
-17.53295;
-13.502866;
-15.044087;
-15.781191;
-22.73659;
-15.905469;
-22.706573;
-17.300283;
-20.072954;
-18.774706;
-18.390324;
-19.601685;
-19.512123;
-17.656458;
-13.037598;
-18.34681;
-12.368079;
-17.645739;
-10.654985;
-20.3768;
-16.59786;
-14.636081;
-14.173143;
-23.048113;
-19.302368;
-10.922077;
-17.056026;
-17.531048;
-13.222002;
-18.187428;
-14.974783;
-17.365314;
-16.723429;
-11.785716;
-13.519217;
-14.974946;
-10.727565;
-15.981956;
-16.2984;
-15.499446;
-5.734111;
-7.218855;
-6.7755337;
-6.39404;
-2.1823955;
-9.165772;
-10.064966;
-5.832548;
-1.3835354;
-22.554913;
-12.860692;
0.17195702;
-9.515354;
-11.141424;
-7.1067896;
-16.608059;
-20.294529;
-7.360918;
-14.673795;
-6.5617228;
-10.511112;
-12.094723;
-9.759793;
-19.67266;
-10.677569;
-17.605204;
8.198595;
-17.419405;
-18.4968;
-16.559227;
-22.139883;
-12.030859;
-17.428488;
-21.585867;
-18.067503;
-12.062542;
-18.605145;
-10.247479;
-17.838985;
-14.606344;
-18.118696;
-19.46317;
-24.54422;
-18.805864;
-22.369217;
-16.256626;
-23.210878;
-20.393715;
-20.928965;
-21.209896;
-17.783638;
-18.992825;
-16.680101;
-23.651978;
-13.59492;
-21.834274;
-11.252257;
-22.486292;
-17.567303;
-18.09742;
-13.982642;
-26.41888;
-23.974499;
-14.66298;
-20.033203;
-21.390871;
-13.629325;
-21.496822;
-15.539287;
-21.361506;
-18.3034;
-14.299875;
-16.930445;
-19.865158;
-12.199759;
-17.420853;
-18.711094;
-17.387417;
-6.891122;
-10.851353;
-8.685381;
-10.387029;
-3.8118353;
-9.011028;
-10.930131;
-9.096384;
1.2147328;
-22.788794;
-14.139453;
-3.6564424;
-12.554453;
-11.600151;
-8.539337;
-18.688284;
-23.166176;
-8.233014;
-15.002735;
-6.846769;
-10.722466;
-11.727831;
-9.491447;
-19.837893;
-12.413472;
-19.201202;
11.710156;
-18.981445;
-17.959192;
-14.103237;
-22.527693;
-9.284258;
-17.943542;
-19.747223;
-17.359024;
-11.959506;
-17.218647;
-9.82639;
-16.432186;
-13.021997;
-18.63375;
-21.645416;
-24.323313;
-21.42003;
-19.752913;
-16.939222;
-23.1439;
-22.467989;
-20.70192;
-20.224104;
-14.286659;
-18.798021;
-17.399023;
-26.627197;
-16.741716;
-24.432156;
-13.266717;
-22.653706;
-18.785036;
-18.909418;
-12.613249;
-26.849642;
-26.962444;
-18.454538;
-20.109928;
-21.216145;
-14.327165;
-24.132586;
-13.74011;
-24.051916;
-18.687572;
-15.710395;
-16.61298;
-23.524122;
-11.4241;
-17.306166;
-19.439957;
-16.980925;
-4.1809845;
-14.161308;
-9.636177;
-12.752571;
-3.7972736;
-10.642281;
-9.21949;
-12.862423;
5.9358835;
-19.531036;
-15.244182;
-8.130659;
-10.859205;
-8.73403;
-6.076422;
-17.0885;
-20.88688;
-7.7157307;
-11.04954;
-7.7500715;
-6.948203;
-9.527315;
-10.11208;
-16.419233;
-11.052455;
-17.017391;
8.285185;
-13.657644;
-13.175523;
-9.201263;
-17.36294;
-7.202047;
-13.53198;
-14.977402;
-13.0169735;
-8.90708;
-13.257295;
-7.7303567;
-12.241218;
-8.801371;
-13.459748;
-15.682651;
-18.312317;
-17.200653;
-13.518177;
-12.852396;
-16.529215;
-16.364834;
-13.767095;
-14.249594;
-8.355985;
-13.8239;
-12.626503;
-20.562092;
-13.374288;
-18.511549;
-7.8325562;
-14.9465885;
-13.958263;
-13.721109;
-7.7729325;
-21.188782;
-21.594627;
-14.0182495;
-14.447419;
-14.814266;
-11.322178;
-19.078625;
-10.108793;
-18.138363;
-13.543776;
-10.540165;
-12.770211;
-18.353035;
-6.6591787;
-13.069601;
-14.274682;
-12.888643;
-1.7696928;
-12.61611;
-8.304981;
-9.279579;
-0.33242607;
-8.000374;
-5.336831;
-10.460064;
8.379689;
-15.483521;
-13.620271;
-6.4522886;
-7.0358386;
-6.2335176;
-3.4700432;
-13.684447;
-13.871131;
-6.867548;
-7.1379404;
-4.407136;
-4.094203;
-6.587903;
-7.34292;
-8.376798;
-9.858229;
-11.241896;
2.2469661;
-14.512787;
-15.527698;
-8.909752;
-16.07838;
-11.341288;
-15.2718315;
-14.6864605;
-15.759341;
-8.089458;
-13.160874;
-7.450602;
-16.023102;
-10.410021;
-13.324916;
-14.862316;
-16.801245;
-17.202671;
-13.899435;
-14.645917;
-17.44947;
-18.082235;
-14.078761;
-13.257758;
-11.010975;
-16.78661;
-11.038818;
-16.58815;
-13.014345;
-15.798922;
-7.4617114;
-13.973487;
-14.333244;
-11.783557;
-7.2157707;
-18.175985;
-19.362694;
-14.0686455;
-11.943798;
-14.125351;
-12.442277;
-16.794256;
-14.143679;
-16.053438;
-10.098931;
-9.7026005;
-14.516224;
-19.271614;
-7.7302814;
-15.487366;
-16.196753;
-16.427101;
-5.039222;
-10.533003;
-8.529501;
-9.052097;
-1.9763098;
-7.355742;
-7.2860746;
-10.818375;
5.7902265;
-17.71326;
-11.914972;
-6.4596086;
-9.253613;
-7.193782;
-4.699835;
-15.05262;
-17.51244;
-7.171407;
-5.255634;
-3.7832518;
-4.695471;
-6.3963695;
-7.664388;
-7.2962613;
-13.411312;
-12.583506;
1.0243163;
-17.678677;
-19.229172;
-12.736446;
-16.214687;
-14.911468;
-18.517334;
-19.062634;
-17.634102;
-9.46409;
-11.919731;
-9.681998;
-18.40858;
-15.785458;
-19.177341;
-17.762865;
-17.722021;
-19.969864;
-17.354164;
-18.75253;
-20.85366;
-20.980967;
-15.6277275;
-15.945789;
-16.534924;
-20.419388;
-13.06596;
-16.940786;
-15.087806;
-18.15185;
-11.61644;
-13.379517;
-16.208302;
-11.325094;
-11.892658;
-17.516874;
-21.177383;
-18.67755;
-12.20248;
-16.179714;
-16.680386;
-16.362669;
-16.863153;
-17.976084;
-9.914701;
-10.366889;
-19.67433;
-24.697533;
-11.669008;
-17.543142;
-18.507385;
-18.01622;
-6.866112;
-9.636815;
-8.184835;
-9.763531;
-4.445911;
-6.8778453;
-8.711491;
-11.281345;
1.2326361;
-20.400595;
-10.644936;
-8.490585;
-9.0213585;
-7.8458185;
-8.046213;
-14.781702;
-19.033585;
-7.398658;
-3.169444;
-0.99302924;
-7.3903804;
-7.2771688;
-9.746246;
-9.843127;
-14.253211;
-14.766137;
2.4623406;
-12.922803;
-13.708769;
-12.130278;
-9.872983;
-15.536797;
-12.605149;
-15.622396;
-12.281784;
-7.35893;
-9.747243;
-8.243386;
-12.5389385;
-13.66215;
-15.085553;
-11.6827545;
-13.747905;
-12.575167;
-15.884754;
-15.481888;
-16.803526;
-17.094994;
-11.4460125;
-12.266531;
-13.501206;
-14.766881;
-7.0077705;
-13.518317;
-12.794595;
-14.914531;
-11.230432;
-9.17878;
-13.698476;
-2.9462743;
-10.070251;
-14.483513;
-13.855695;
-13.355669;
-6.2769346;
-9.230139;
-13.773557;
-11.118704;
-11.221825;
-11.389661;
-9.134455;
-7.0697417;
-14.533356;
-18.868793;
-5.4081984;
-11.865581;
-14.308119;
-12.351223;
-5.8989177;
-4.624134;
-6.192145;
-7.5685797;
-4.9254484;
-5.0571;
-6.7215886;
-7.0986285;
-4.496818;
-20.259586;
-4.9480276;
-5.598791;
-3.3831394;
-3.545155;
-9.692322;
-11.957821;
-13.609778;
-4.7039833;
-2.0551317;
3.742941;
-8.685866;
-4.182488;
-6.8510227;
-6.6801233;
-12.836664;
-12.112763;
-0.4034462;
-11.101013;
-12.15326;
-10.025343;
-8.852641;
-17.47342;
-11.567775;
-12.372143;
-10.338139;
-7.728678;
-8.653909;
-8.524282;
-10.989805;
-13.598147;
-15.0635195;
-9.142331;
-11.769212;
-9.881259;
-13.731005;
-14.477694;
-14.306095;
-15.066486;
-10.123195;
-10.821616;
-12.747404;
-11.140802;
-4.6562324;
-12.295895;
-12.253456;
-10.999783;
-9.555386;
-9.547447;
-10.598442;
-0.24902964;
-9.18672;
-14.741659;
-10.742797;
-12.504878;
-6.6576133;
-5.3958173;
-11.675895;
-10.99898;
-10.93027;
-9.793859;
-7.781912;
-6.113491;
-11.177357;
-15.446406;
-1.5231285;
-10.44769;
-12.2020645;
-11.8559475;
-4.6581516;
-2.1264446;
-8.272722;
-6.001342;
-2.4481773;
-5.4657645;
-6.84306;
-4.125198;
-6.794303;
-17.675777;
-2.0218394;
-5.886242;
-3.3432353;
-4.9447107;
-7.271063;
-13.353511;
-10.247249;
-6.6216273;
-0.5553031;
5.037928;
-8.60039;
-7.480785;
-6.4962454;
-7.1776695;
-11.9925785;
-8.050236;
1.7077692;
-14.799711;
-17.250181;
-10.409807;
-13.102664;
-20.045322;
-15.320511;
-15.6221485;
-14.882401;
-8.610064;
-13.384506;
-11.632542;
-16.19923;
-16.602398;
-17.220976;
-13.187384;
-13.963072;
-13.68475;
-16.032206;
-18.605576;
-15.914002;
-16.94231;
-13.425812;
-15.013489;
-16.33781;
-15.702681;
-6.593747;
-13.580842;
-17.560501;
-12.093336;
-14.808486;
-11.562521;
-12.29292;
-2.5324922;
-10.201843;
-15.972687;
-10.350578;
-14.768874;
-10.009113;
-7.2113523;
-15.785673;
-14.409085;
-15.157595;
-13.175116;
-10.667936;
-9.1571;
-15.782068;
-18.544867;
-5.006532;
-14.471341;
-15.134396;
-16.357412;
-5.839119;
-4.321804;
-13.372139;
-9.32422;
-3.7599735;
-8.298621;
-9.822991;
-2.4562244;
-5.2792335;
-17.270689;
-5.9476585;
-10.649067;
-9.881173;
-10.59059;
-7.996375;
-16.618082;
-15.055296;
-7.8971376;
-4.090579;
2.2843654;
-8.087501;
-13.23992;
-10.143911;
-12.583044;
-12.785491;
-11.486102;
5.815873;
-15.422402;
-17.54527;
-11.167828;
-12.804399;
-17.628485;
-15.678501;
-16.245054;
-15.984411;
-7.4600677;
-10.515091;
-12.663417;
-16.596966;
-17.245068;
-14.722394;
-13.047359;
-14.255723;
-14.163596;
-15.008794;
-16.555511;
-13.66941;
-16.889254;
-15.114857;
-16.117817;
-15.957774;
-17.216366;
-7.3216853;
-12.661473;
-15.525163;
-12.530453;
-12.987811;
-10.4079;
-11.351102;
-2.2963169;
-11.302157;
-12.919987;
-11.473086;
-13.364402;
-10.590668;
-6.296236;
-14.817756;
-13.686331;
-15.596323;
-13.298777;
-9.638561;
-6.537621;
-18.412266;
-17.311724;
-7.5862856;
-14.564772;
-13.07905;
-16.278372;
-5.8343196;
-2.1089513;
-11.398945;
-7.4176836;
-5.377379;
-5.3636317;
-8.889358;
-2.1352139;
-4.48214;
-15.242879;
-5.9690533;
-7.1175776;
-9.304517;
-9.281193;
-7.357339;
-13.267941;
-15.236936;
-4.482171;
-5.50624;
7.0720377;
-8.860459;
-11.460987;
-11.473846;
-10.9146;
-10.445445;
-11.232273;
1.3533773;
-13.745962;
-16.051296;
-11.330219;
-12.362858;
-13.766927;
-13.113793;
-14.584911;
-16.379295;
-7.3782244;
-7.9039364;
-11.613879;
-16.996216;
-15.321344;
-12.24002;
-12.599478;
-12.817041;
-14.842867;
-14.165539;
-14.230489;
-11.858359;
-15.714058;
-15.237814;
-14.15965;
-13.2178335;
-15.46337;
-9.903183;
-11.154249;
-14.415275;
-11.139324;
-11.822044;
-9.519705;
-11.133761;
-4.834652;
-12.01558;
-9.660071;
-10.104264;
-12.409859;
-10.789631;
-7.771845;
-13.79617;
-10.958154;
-14.967323;
-11.0732155;
-9.637337;
-6.803543;
-17.200333;
-13.682217;
-9.477101;
-14.708995;
-11.455326;
-16.506105;
-9.5084;
-3.015005;
-13.488712;
-6.3158183;
-5.9511514;
-4.8676667;
-8.802992;
-4.0757694;
-3.537034;
-13.933181;
-4.8347297;
-6.0625706;
-10.16719;
-10.189581;
-6.3782005;
-12.649899;
-14.536117;
-3.7054791;
-8.738392;
4.414673;
-9.780059;
-10.682007;
-13.876541;
-11.997387;
-9.231565;
-10.607185;
3.538652;
-20.792355;
-20.86343;
-14.258053;
-16.561245;
-13.878151;
-21.066156;
-18.883879;
-20.744114;
-10.248725;
-10.146587;
-11.866978;
-21.873388;
-22.038809;
-19.473736;
-21.050692;
-19.2226;
-19.937126;
-20.965527;
-22.825539;
-19.001942;
-22.030956;
-21.664125;
-19.969624;
-17.105291;
-20.286333;
-16.960394;
-18.139515;
-17.746986;
-16.840355;
-16.131845;
-16.124357;
-20.471514;
-13.153681;
-15.182249;
-14.137476;
-18.343048;
-16.809092;
-17.579752;
-15.641515;
-21.58081;
-15.574439;
-19.397009;
-16.529251;
-12.259287;
-13.0303335;
-21.699701;
-20.302513;
-14.450119;
-20.452023;
-15.182423;
-20.115692;
-13.390993;
-7.2964168;
-13.051071;
-7.9647985;
-8.630269;
-7.558962;
-10.546865;
-10.156126;
-4.7358074;
-15.88466;
-9.573107;
-5.2392845;
-12.469773;
-11.167316;
-9.376167;
-15.824141;
-20.665222;
-7.4852595;
-9.216835;
-2.9793532;
-12.676615;
-15.733181;
-17.726065;
-18.964067;
-12.047823;
-16.447561;
7.5548143;
-14.393618;
-9.015771;
-5.83163;
-9.232858;
-9.8937435;
-8.293295;
-9.795181;
-12.481459;
-8.8277235;
-9.822887;
-9.943361;
-13.8877735;
-14.25549;
-10.796652;
-11.435471;
-10.691116;
-10.583412;
-12.955172;
-12.331156;
-11.475063;
-12.294287;
-13.483913;
-12.098081;
-9.959147;
-11.066534;
-10.418149;
-6.903438;
-8.631138;
-7.5867596;
-5.7075405;
-9.634691;
-9.95984;
-8.691183;
-9.09579;
-8.681168;
-6.512451;
-3.34197;
-10.400336;
-8.282636;
-9.364469;
-6.369707;
-12.255733;
-7.3016205;
-7.6175275;
-7.304283;
-10.408591;
-8.208051;
-7.112839;
-12.780642;
-7.95597;
-13.122198;
-9.026458;
-3.2528696;
-8.076142;
0.29989934;
-4.394058;
-3.5718806;
-6.4963117;
-4.639915;
-5.065938;
-8.545644;
-1.7614571;
4.547783;
-6.3139505;
-7.9723325;
-8.359343;
-12.461064;
-12.298125;
-7.908026;
-7.430444;
-1.1729777;
-7.019785;
-9.222512;
-12.457027;
-13.144867;
-6.494054;
-9.7206135;
-0.05502677;
-18.777287;
-12.535949;
-8.64998;
-14.849552;
-14.494946;
-10.424767;
-13.836572;
-16.119444;
-12.661276;
-12.614092;
-10.427267;
-16.908047;
-14.710012;
-16.07614;
-15.009403;
-15.989491;
-12.982315;
-18.171938;
-16.795055;
-17.590559;
-15.6701355;
-18.802376;
-16.790024;
-15.047666;
-13.839863;
-13.869606;
-12.824169;
-9.582647;
-13.316092;
-10.701872;
-13.019143;
-12.453369;
-12.238424;
-11.242181;
-12.249754;
-9.612619;
-8.149487;
-15.55508;
-14.274958;
-13.248291;
-11.975;
-15.278097;
-11.30488;
-10.579878;
-11.361212;
-13.272765;
-14.73092;
-12.059403;
-15.241886;
-12.197779;
-15.299088;
-9.415333;
-7.1441693;
-9.858713;
-4.5093536;
-2.6099207;
-7.725641;
-10.553509;
-6.0788703;
-4.170209;
-11.526011;
-4.1461363;
-0.90786445;
-11.53039;
-11.950398;
-11.616013;
-18.509754;
-17.958456;
-10.264404;
-10.042086;
-4.993338;
-10.259105;
-12.795667;
-13.82634;
-13.012882;
-11.501959;
-14.963745;
9.251137;
-14.781126;
-11.748289;
-8.132413;
-12.087944;
-12.608582;
-10.274073;
-13.721836;
-13.729897;
-11.645334;
-9.782807;
-12.328421;
-14.444306;
-12.497877;
-15.027683;
-12.837809;
-15.053311;
-12.463197;
-16.363548;
-14.282812;
-15.593229;
-14.890564;
-16.931553;
-15.962355;
-15.060832;
-12.214796;
-10.812677;
-10.068575;
-10.791527;
-14.0786085;
-3.44299;
-10.321945;
-8.163791;
-13.338741;
-10.693939;
-10.421732;
-12.403694;
-10.473623;
-13.483557;
-14.17253;
-13.600708;
-10.16523;
-12.668364;
-10.006708;
-11.473707;
-11.076355;
-13.72739;
-16.25191;
-11.349974;
-12.575812;
-10.8455515;
-13.261546;
-4.765387;
-8.868591;
-8.802227;
-8.624472;
6.596941;
-4.786649;
-8.966455;
-6.2767253;
-5.758933;
-12.982441;
-4.798359;
-2.7705078;
-8.08736;
-8.376152;
-8.188601;
-10.837347;
-14.334693;
-8.506078;
-7.312391;
-3.84254;
-8.327581;
-9.728165;
